IDComentario,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,URL,critico,monitorado,opiniaoExtraida,proprioRestaurante,comentarioRespondido,IDDispositivoFK,IDFonteFK,IDHashtagFK,IDIdiomaFK,IDUsuarioFK,IDRestauranteFK,IDPostFK,IDComentarioFonte,IDConfiguracaoColetaFK,IDPostagemFonte,dataUpdateCriticidade,dataColeta
511915,0,5.0,"2025-01-05 22:35:51","2025-01-05 22:35:51",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmaHNyNUd3EAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDfhsr5Gw%7CCgsIx5LsuwYQkOHbJQ%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,275713,254,NULL,,NULL,NULL,"2025-01-06 16:30:10","2025-01-05 22:35:51"
511923,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186259,254,NULL,,NULL,NULL,"2025-01-07 00:30:06","2025-01-05 00:00:00"
511924,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186251,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511925,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,224755,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511926,NULL,4.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128511,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511927,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128347,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511928,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186242,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511929,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128583,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511930,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128021,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511931,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128672,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511932,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127990,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511933,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136923,254,NULL,,NULL,NULL,"2025-01-07 00:30:07","2025-01-05 00:00:00"
511956,1,NULL,"2025-01-07 06:00:04","2025-01-06 21:16:52","Tem restrição de idade nos brinquedos",NULL,https://www.instagram.com/p/DEXPRvJOH33/,3,1,1,0,0,NULL,3,NULL,1,275726,253,33364,18053339474495152,NULL,NULL,"2025-05-04 23:57:56","2025-01-07 06:00:04"
511957,0,NULL,"2025-01-07 06:00:04","2025-01-06 16:36:29","Acabamos de sair do almoço e o parque estava sujo e fedorento! 😢😢",NULL,https://www.instagram.com/p/DEXPRvJOH33/,1,1,1,0,0,NULL,3,NULL,1,275727,253,33364,18051696542035981,NULL,NULL,"2025-01-07 08:00:07","2025-01-07 06:00:04"
512194,0,5.0,"2025-01-07 07:53:50","2025-01-07 07:53:50",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmb2ZTQUx3EAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgIDfofSALw%7CCgwIjrvzuwYQwJTmrQM%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,106173,253,NULL,,NULL,NULL,"2025-01-07 16:30:10","2025-01-07 07:53:50"
512195,0,5.0,"2025-01-07 00:28:09","2025-01-07 00:28:09",Amamos,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmdnA2SWxRRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDfvp6IlQE%7CCgwImerxuwYQiMam2QI%7C?hl=pt-BR,3,1,1,0,1,NULL,6,NULL,1,275873,254,NULL,,NULL,NULL,"2025-05-04 23:58:51","2025-01-07 00:28:09"
512229,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00","Ótimo atendimento. Chegou antes do prazo e com as substituições solicitadas.",NULL,NULL,2,1,1,0,0,NULL,8,NULL,1,179648,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-06 00:00:00"
512230,NULL,1.0,"2025-01-06 00:00:00","2025-01-06 00:00:00","Muito ruim parece que o arroz foi de minutos dias a cenoura, do arroz a lagrega  tb super cozida passada!! E o frango sem sabor é a batata e a banana  a única coisa que tava razoável",NULL,NULL,1,1,1,0,0,NULL,8,NULL,1,128444,251,NULL,,NULL,NULL,NULL,"2025-01-06 00:00:00"
512231,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00","10 top de mais ♥️💕♥️",NULL,NULL,2,1,1,0,0,NULL,8,NULL,1,128436,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512232,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,140038,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-06 00:00:00"
512233,NULL,4.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128004,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-06 00:00:00"
512234,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127964,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-06 00:00:00"
512235,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,190202,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-06 00:00:00"
512236,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,179997,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-06 00:00:00"
512237,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127950,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512238,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128829,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512239,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128570,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512240,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128570,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512241,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128605,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512242,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,275884,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512243,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,194255,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512244,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128338,251,NULL,,NULL,NULL,"2025-01-08 00:30:08","2025-01-05 00:00:00"
512245,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,135503,251,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512246,NULL,4.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127936,251,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512247,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,275885,251,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512248,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128021,251,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512249,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,139798,251,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512250,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00","Pedi uma picanha argentina e estava extremamente deliciosa. Tanto a picanha, quanto os acompanhamento estavam saborosos. Comida muito bem servida. Amei meu pedido.",NULL,NULL,2,1,1,0,0,NULL,8,NULL,1,136809,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512251,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00","Boa sim",NULL,NULL,3,1,1,0,0,NULL,8,NULL,1,127949,252,NULL,,NULL,NULL,"2025-05-04 23:57:29","2025-01-05 00:00:00"
512252,NULL,1.0,"2025-01-05 00:00:00","2025-01-05 00:00:00","Tem um cabelo na pizza.",NULL,NULL,1,1,1,0,0,NULL,8,NULL,1,128042,252,NULL,,NULL,NULL,NULL,"2025-01-05 00:00:00"
512253,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,224924,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-06 00:00:00"
512254,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128021,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512255,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128021,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-06 00:00:00"
512256,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,275887,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-06 00:00:00"
512257,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,194550,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-06 00:00:00"
512258,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,275886,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-06 00:00:00"
512259,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,143462,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512260,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128059,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512261,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128348,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512262,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128562,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512263,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128476,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512264,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127990,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512265,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128369,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512266,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,139256,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512267,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128334,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512268,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,145348,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512269,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128826,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512270,NULL,5.0,"2025-01-05 00:00:00","2025-01-05 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,150449,252,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-05 00:00:00"
512271,NULL,1.0,"2025-01-06 00:00:00","2025-01-06 00:00:00","Pizza veio tá literalmente com a massa crua",NULL,NULL,1,1,1,0,0,NULL,8,NULL,1,128436,254,NULL,,NULL,NULL,NULL,"2025-01-06 00:00:00"
512272,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128057,254,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-06 00:00:00"
512273,NULL,5.0,"2025-01-06 00:00:00","2025-01-06 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,140929,254,NULL,,NULL,NULL,"2025-01-08 00:30:09","2025-01-06 00:00:00"
512519,0,NULL,"2025-01-08 12:00:03","2025-01-08 11:44:30","Qual o valor do kg?",NULL,https://www.instagram.com/p/DEfQaYPxsv0/,3,1,1,0,0,NULL,3,NULL,1,276051,253,33416,18323662558091175,NULL,NULL,"2025-05-04 23:57:58","2025-01-08 12:00:03"
512551,0,5.0,"2025-01-08 02:20:09","2025-01-08 02:20:09","Fui pela primeira vez  neste local, e achei maravilhoso, atendimento de primeira, ambiente ótimo, e sem distinção de cliente pelas roupas simples que esvamos vestindo, pois estavamos em um tú pela praia! Local exelente até o presente momento sup recomendo, opções de pizzas exelentes e qualidade ótima!",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmNmJQNVJREAE!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgIDf6bP5RQ%7CCgwI2cH3uwYQ-PajwQE%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,276073,251,NULL,,NULL,NULL,"2025-01-08 16:30:09","2025-01-08 02:20:09"
512552,0,5.0,"2025-01-08 04:38:03","2025-01-08 04:38:03",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNVOE5POGhnRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgICU8NO8hgE%7CCgwIq4L4uwYQ2KPflwE%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,72171,254,NULL,,NULL,NULL,"2025-01-08 16:30:09","2025-01-08 04:38:03"
512553,0,5.0,"2025-01-08 04:08:33","2025-01-08 04:08:33","Comida e atendimento excelentes!",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNVd0tQT1NnEAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgICUwKPOSg%7CCgwIwfT3uwYQ4MeAsQM%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,246713,254,NULL,,NULL,NULL,"2025-05-04 23:58:52","2025-01-08 04:08:33"
512554,0,5.0,"2025-01-08 01:07:18","2025-01-08 01:07:18","Aconchegante, atendimento formidável",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmNllMdXpnRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDf6YLuzgE%7CCgsIxp_3uwYQ6NDRTA%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,276074,254,NULL,,NULL,NULL,"2025-05-04 23:58:53","2025-01-08 01:07:18"
512577,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127964,251,NULL,,NULL,NULL,"2025-01-09 00:30:07","2025-01-07 00:00:00"
512578,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,111808,251,NULL,,NULL,NULL,"2025-01-09 00:30:07","2025-01-07 00:00:00"
512579,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128022,251,NULL,,NULL,NULL,"2025-01-09 00:30:07","2025-01-07 00:00:00"
512580,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,145884,251,NULL,,NULL,NULL,"2025-01-09 00:30:07","2025-01-07 00:00:00"
512581,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,276083,252,NULL,,NULL,NULL,"2025-01-09 00:30:07","2025-01-07 00:00:00"
512611,0,NULL,"2025-01-09 06:00:05","2025-01-09 02:51:02","👏👏👏 😍😍❤️❤️",NULL,https://www.instagram.com/p/DEkaDcfOHfB/,3,1,1,0,0,NULL,3,NULL,1,224795,253,33456,18045169424235441,NULL,NULL,"2025-05-04 23:58:01","2025-01-09 06:00:05"
512865,0,5.0,"2025-01-08 16:39:59","2025-01-08 16:39:59",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmNVpUdDRBRRAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgIDf5ZTt4AE%7CCgwI39T6uwYQkKudjQM%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,276256,251,NULL,,NULL,NULL,"2025-01-09 16:30:09","2025-01-08 16:39:59"
512866,0,4.0,"2025-01-09 09:59:12","2025-01-09 09:59:12",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmN2ZhMkdBEAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDf7fa2GA%7CCgwI8Lv-uwYQuLe-wAM%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,193085,254,NULL,,NULL,NULL,"2025-01-09 16:30:09","2025-01-09 09:59:12"
512867,0,5.0,"2025-01-09 00:56:54","2025-01-09 00:56:54",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmOWVTSDJnRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDf9eSH2gE%7CCgwI1r38uwYQqJWU1wM%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,276257,254,NULL,,NULL,NULL,"2025-01-09 16:30:09","2025-01-09 00:56:54"
512895,NULL,5.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128594,251,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512896,NULL,5.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136096,251,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512897,NULL,5.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,276266,251,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512898,NULL,5.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136210,252,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512899,NULL,5.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128459,252,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512900,NULL,5.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128295,252,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512901,NULL,5.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128519,252,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512902,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136248,254,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-07 00:00:00"
512903,NULL,3.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186262,254,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512904,NULL,4.0,"2025-01-08 00:00:00","2025-01-08 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128021,254,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-08 00:00:00"
512905,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128582,254,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-07 00:00:00"
512906,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,137069,254,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-07 00:00:00"
512907,NULL,5.0,"2025-01-07 00:00:00","2025-01-07 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,111724,254,NULL,,NULL,NULL,"2025-01-10 00:30:08","2025-01-07 00:00:00"
512924,0,NULL,"2025-01-10 06:00:04","2025-01-09 17:14:18","@natalia_valmeida Tem sim, de altura, só pode até 1.40 m. Minha filha mais velha não pode mais brincar :(",NULL,https://www.instagram.com/p/DEXPRvJOH33/,2,1,1,0,0,NULL,3,NULL,1,276279,253,33364,18020118986396888,NULL,NULL,"2025-01-10 08:30:08","2025-01-10 06:00:04"
513179,0,5.0,"2025-01-09 21:21:25","2025-01-09 21:21:25",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCa1pTY0xBEAE!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgICBkZScLA%7CCgwI1fuAvAYQ2Iq52AM%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,237382,252,NULL,,NULL,NULL,"2025-01-10 16:30:09","2025-01-09 21:21:25"
513180,0,5.0,"2025-01-09 21:11:39","2025-01-09 21:11:39",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmby1TZk1nEAE!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgIDfo-SfMg%7CCgwIi_eAvAYQkLrO_gE%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,276414,252,NULL,,NULL,NULL,"2025-01-10 16:30:10","2025-01-09 21:11:39"
513181,0,5.0,"2025-01-10 11:54:37","2025-01-10 11:54:37","O serviço é um espetáculo!  Porém a pizza veio um pouco crua.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmbV95LTFBRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgIDfm_y-1AE%7CCgwI_ZSEvAYQ2OW-7gE%7C?hl=pt-BR,1,1,1,0,1,NULL,6,NULL,1,276415,253,NULL,,NULL,NULL,"2025-01-10 16:00:06","2025-01-10 11:54:37"
513199,NULL,5.0,"2025-01-09 00:00:00","2025-01-09 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,276423,252,NULL,,NULL,NULL,"2025-01-11 00:30:07","2025-01-09 00:00:00"
513200,NULL,5.0,"2025-01-09 00:00:00","2025-01-09 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,276425,252,NULL,,NULL,NULL,"2025-01-11 00:30:07","2025-01-09 00:00:00"
